Time,Host,Caption,CommandLine,CreationClassName,CreationDate,CSCreationClassName,CSName,Description,ExecutablePath,ExecutionState,Handle,HandleCount,InstallDate,KernelModeTime,MaximumWorkingSetSize,MinimumWorkingSetSize,Name,OSCreationClassName,OSName,OtherOperationCount,OtherTransferCount,PageFaults,PageFileUsage,ParentProcessId,PeakPageFileUsage,PeakVirtualSize,PeakWorkingSetSize,Priority,PrivatePageCount,ProcessId,QuotaNonPagedPoolUsage,QuotaPagedPoolUsage,QuotaPeakNonPagedPoolUsage,QuotaPeakPagedPoolUsage,ReadOperationCount,ReadTransferCount,SessionId,Status,TerminationDate,ThreadCount,UserModeTime,VirtualSize,WindowsVersion,WorkingSetSize,WriteOperationCount,WriteTransferCount
1698484829.733837,pc-dedo,SecurityHealthSystray.exe,"""C:\Windows\System32\SecurityHealthSystray.exe"" ",Win32_Process,20231028094902.218217+120,Win32_ComputerSystem,PC-DEDO,SecurityHealthSystray.exe,C:\Windows\System32\SecurityHealthSystray.exe,,14836,159,,156250,1380,200,SecurityHealthSystray.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,74,2350,2818,1768,23732,2036,2203432009728,9700,8,1810432,14836,10,145,11,153,1,5434,28,,,1,0,2203427807232,10.0.19045,9510912,0,0
1698484829.733837,pc-dedo,RtkNGUI64.exe,"""C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe"" -s",Win32_Process,20231028094902.671976+120,Win32_ComputerSystem,PC-DEDO,RtkNGUI64.exe,C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe,,10648,457,,1250000,1380,200,RtkNGUI64.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,3770,52383,4543,5112,23732,5272,4480016384,15484,8,5234688,10648,18,241,19,278,1,9896,28,,,7,468750,4455579648,10.0.19045,13213696,0,0
1698484829.733837,pc-dedo,SS3Svc32.exe,,Win32_Process,20231028094903.484884+120,Win32_ComputerSystem,PC-DEDO,SS3Svc32.exe,,,10296,1424,,41875000,,,SS3Svc32.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1711,57422,15955,13456,9940,14620,221229056,28216,8,13778944,10296,27,257,31,288,19,202401,28,,,23,11093750,146305024,10.0.19045,5095424,6,24
1698484829.733837,pc-dedo,vgtray.exe,"""C:\Program Files\Riot Vanguard\vgtray.exe"" ",Win32_Process,20231028094903.505043+120,Win32_ComputerSystem,PC-DEDO,vgtray.exe,C:\Program Files\Riot Vanguard\vgtray.exe,,21384,191,,0,1380,200,vgtray.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,139,450816,2997,2160,23732,2364,4421414912,11004,8,2211840,21384,12,158,14,159,1,1,28,,,5,312500,4416172032,10.0.19045,10125312,0,0
1698484829.733837,pc-dedo,steam.exe,"""C:\Program Files (x86)\Steam\steam.exe"" -silent",Win32_Process,20231028094904.352178+120,Win32_ComputerSystem,PC-DEDO,steam.exe,C:\Program Files (x86)\Steam\steam.exe,,13900,970,,580156250,1380,200,steam.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,38756,6260614,4309010,64364,23732,78004,437321728,100308,8,65908736,13900,96,564,121,650,259804,596891090,28,,,36,54062500,389222400,10.0.19045,63619072,654,8137336
1698484829.733837,pc-dedo,SS3Svc64.exe,,Win32_Process,20231028094906.213520+120,Win32_ComputerSystem,PC-DEDO,SS3Svc64.exe,,,11976,209,,36718750,,,SS3Svc64.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,760,24876,11035,2728,10296,14856,4536410112,17096,8,2793472,11976,12,161,17,251,15,199164,28,,,6,5781250,4418592768,10.0.19045,1298432,6,24
1698484829.733837,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" ""-lang=it_IT"" ""-cachedir=C:\Users\User\AppData\Local\Steam\htmlcache"" ""-steampid=13900"" ""-buildid=1698260427"" ""-steamid=0"" ""-logdir=C:\Program Files (x86)\Steam\logs"" ""-uimode=7"" ""-startcount=0"" ""-steamuniverse=Public"" ""-realm=Global"" ""-clientui=C:\Program Files (x86)\Steam\clientui"" ""-steampath=C:\Program Files (x86)\Steam\steam.exe"" ""-launcher=0"" --enable-media-stream --enable-smooth-scrolling --enable-direct-write ""--log-file=C:\Program Files (x86)\Steam\logs\cef_log.txt"" --disable-quick-menu ""--disable-features=SameSiteByDefaultCookies"" ""--enable-blink-features=ResizeObserver,Worklet,AudioWorklet"" ""--disable-blink-features=Badging""",Win32_Process,20231028094906.809250+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,25672,858,,200156250,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,3526,79370,165265,43896,13900,48876,4861407232,159112,8,44949504,25672,39,864,55,917,20204,110810096,28,,,20,68437500,4820058112,10.0.19045,138739712,21248,6517234
1698484829.733837,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=crashpad-handler /prefetch:7 --max-uploads=5 --max-db-size=20 --max-db-age=5 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Program Files (x86)\Steam\dumps"" ""--metrics-dir=C:\Users\User\AppData\Local\CEF\User Data"" --url=https://crash.steampowered.com/submit --annotation=platform=win64 --annotation=product=cefwebhelper --annotation=version=1698260427 --initial-client-data=0x38c,0x390,0x394,0x368,0x398,0x7ffb646af070,0x7ffb646af080,0x7ffb646af090",Win32_Process,20231028094906.861107+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,19948,281,,781250,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,590,4664,11550,8336,25672,8580,4606902272,16028,8,8536064,19948,17,516,18,517,17,1078,28,,,6,156250,4601659392,10.0.19045,14692352,12,596
1698484829.733837,pc-dedo,SteamService.exe,,Win32_Process,20231028094907.117554+120,Win32_ComputerSystem,PC-DEDO,SteamService.exe,,,21256,245,,1093750,,,SteamService.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,10079,280924,24406,6332,1012,8356,67764224,15988,8,6483968,21256,13,118,15,120,211,21505,0,,,4,3125000,61210624,10.0.19045,10678272,166,3664
1698484829.733837,pc-dedo,EpicGamesLauncher.exe,"""D:\Epic Games\Launcher\Portal\Binaries\Win64\EpicGamesLauncher.exe"" -silent -launchcontext=boot",Win32_Process,20231028094907.320916+120,Win32_ComputerSystem,PC-DEDO,EpicGamesLauncher.exe,D:\Epic Games\Launcher\Portal\Binaries\Win64\EpicGamesLauncher.exe,,9544,730,,71093750,1380,200,EpicGamesLauncher.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,6228554,102810740,142237,137952,23732,157300,74107531264,137624,8,141262848,9544,88,857,103,889,1330,108720259,28,,,63,35000000,73949392896,10.0.19045,68845568,225,150835
1698484829.733837,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=gpu-process --field-trial-handle=1824,3841873927669488687,16343070323378474709,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --lang=it-IT --buildid=1698260427 --steamid=0 --gpu-preferences=MAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAA= --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --mojo-platform-channel-handle=1832 /prefetch:2",Win32_Process,20231028094907.390147+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,25432,1256,,202031250,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1543,71216,942841,211356,25672,471384,5402152960,266364,10,216428544,25432,56,902,67,1004,322838,185537921,28,,,37,604843750,5286100992,10.0.19045,124661760,387690,139958256
1698484829.733837,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1824,3841873927669488687,16343070323378474709,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --lang=it --service-sandbox-type=network --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --lang=it-IT --buildid=1698260427 --steamid=0 --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --mojo-platform-channel-handle=2360 /prefetch:8",Win32_Process,20231028094907.619473+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,24236,423,,3750000,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2513,27755,15012,14148,25672,16172,4662341632,34904,8,14487552,24236,30,565,93,608,8007,18738437,28,,,8,4687500,4631617536,10.0.19045,28336128,12622,5122051
1698484829.733837,pc-dedo,EpicWebHelper.exe,"""D:/Epic Games/Launcher/Engine/Binaries/Win64/EpicWebHelper.exe"" --type=gpu-process --field-trial-handle=2372,3507078149766659320,11559207914028183084,131072 --disable-features=CalculateNativeWinOcclusion --no-sandbox --locales-dir-path=""D:/Epic Games/Launcher/Engine/Binaries/ThirdParty/CEF3/Win64/Resources/locales"" --log-file=C:/Users/User/AppData/Local/EpicGamesLauncher/Saved/Logs/cef3.log --log-severity=warning --resources-dir-path=""D:/Epic Games/Launcher/Engine/Binaries/ThirdParty/CEF3/Win64/Resources"" --user-agent-product=""EpicGamesLauncher/15.17.1-29053586+++Portal+Release-Live UnrealEngine/4.27.0-29053586+++Portal+Release-Live Chrome/90.0.4430.212"" --lang=it --gpu-preferences=SAAAAAAAAADgACAwAAAAAAAAAAAAAAAAAABgAAAAAAAoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB4AAAAAAAAAHgAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAAIAAAAAAAAAAgAAAAAAAAA --log-file=C:/Users/User/AppData/Local/EpicGamesLauncher/Saved/Logs/cef3.log --mojo-platform-channel-handle=2404 /prefetch:2",Win32_Process,20231028094908.476822+120,Win32_ComputerSystem,PC-DEDO,EpicWebHelper.exe,D:\Epic Games\Launcher\Engine\Binaries\Win64\EpicWebHelper.exe,,11432,632,,625000,1380,200,EpicWebHelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,755,10272,14110,52808,9544,52912,73771393024,45812,10,54075392,11432,29,773,31,775,35,23602,28,,,15,156250,73712160768,10.0.19045,38350848,56,85856
1698484829.733837,pc-dedo,EpicWebHelper.exe,"""D:/Epic Games/Launcher/Engine/Binaries/Win64/EpicWebHelper.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=2372,3507078149766659320,11559207914028183084,131072 --disable-features=CalculateNativeWinOcclusion --lang=it --service-sandbox-type=none --no-sandbox --locales-dir-path=""D:/Epic Games/Launcher/Engine/Binaries/ThirdParty/CEF3/Win64/Resources/locales"" --log-file=C:/Users/User/AppData/Local/EpicGamesLauncher/Saved/Logs/cef3.log --log-severity=warning --resources-dir-path=""D:/Epic Games/Launcher/Engine/Binaries/ThirdParty/CEF3/Win64/Resources"" --user-agent-product=""EpicGamesLauncher/15.17.1-29053586+++Portal+Release-Live UnrealEngine/4.27.0-29053586+++Portal+Release-Live Chrome/90.0.4430.212"" --lang=it --log-file=C:/Users/User/AppData/Local/EpicGamesLauncher/Saved/Logs/cef3.log --mojo-platform-channel-handle=2852 /prefetch:8",Win32_Process,20231028094909.155119+120,Win32_ComputerSystem,PC-DEDO,EpicWebHelper.exe,D:\Epic Games\Launcher\Engine\Binaries\Win64\EpicWebHelper.exe,,17992,293,,781250,1380,200,EpicWebHelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,733,13788,10392,35956,9544,36368,73580843008,32640,8,36818944,17992,21,605,24,605,50,26113,28,,,8,156250,73472315392,10.0.19045,27570176,81,8032
1698484829.733837,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --field-trial-handle=1824,3841873927669488687,16343070323378474709,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --disable-blink-features=Badging --lang=it --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1698260427 --steamid=0 --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --mojo-platform-channel-handle=2588 /prefetch:1",Win32_Process,20231028094909.431964+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,18616,659,,8593750,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,526,35614,398987,327296,25672,447148,13212360704,441872,8,335151104,18616,57,552,80,566,10076,4046669,28,,,18,77812500,9326362624,10.0.19045,287907840,9058,2886328
1698484829.733837,pc-dedo,AMDRSServ.exe,,Win32_Process,20231028094910.158554+120,Win32_ComputerSystem,PC-DEDO,AMDRSServ.exe,,,13116,1572,,260781250,,,AMDRSServ.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,10941,184136,4559644,199568,23732,273352,74289582080,260668,8,204357632,13116,46,1584,47,1592,39,269114,28,,,32,20312500,74277240832,10.0.19045,87384064,51,3989165
1698484829.733837,pc-dedo,RadeonSoftware.exe,"""C:\Program Files\AMD\CNext\CNext\Radeonsoftware.exe"" atlogon",Win32_Process,20231028094911.176801+120,Win32_ComputerSystem,PC-DEDO,RadeonSoftware.exe,C:\Program Files\AMD\CNext\CNext\Radeonsoftware.exe,,17836,1685,,31093750,1380,200,RadeonSoftware.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,57210,1381786,275911,201596,944,204376,5385416704,169784,8,206434304,17836,83,1441,93,1492,3546,21161238,28,,,44,23593750,5339103232,10.0.19045,47599616,1899,4124644
1698484829.733837,pc-dedo,amdow.exe,,Win32_Process,20231028094912.624448+120,Win32_ComputerSystem,PC-DEDO,amdow.exe,,,23600,178,,625000,,,amdow.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,178,4832,10629,2380,13116,2536,4428263424,9128,8,2437120,23600,13,149,13,149,0,0,28,,,23,156250,4423020544,10.0.19045,1855488,0,0
1698484829.733837,pc-dedo,CPUMetricsServer.exe,,Win32_Process,20231028094912.956766+120,Win32_ComputerSystem,PC-DEDO,CPUMetricsServer.exe,,,24952,165,,312500,,,CPUMetricsServer.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,607,12480,11016,2196,1576,2388,4405444608,10844,10,2248704,24952,12,131,14,132,1,116,28,,,2,625000,4399144960,10.0.19045,3055616,1,160
1698484829.733837,pc-dedo,QMxNetworkSync.exe,"""C:\Program Files\Common Files\MAGIX Services\Update Notifier\QMxNetworkSync.exe"" ",Win32_Process,20231028094913.365786+120,Win32_ComputerSystem,PC-DEDO,QMxNetworkSync.exe,C:\Program Files\Common Files\MAGIX Services\Update Notifier\QMxNetworkSync.exe,,12116,865,,92812500,1380,200,QMxNetworkSync.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,126777,6614029,146689,102636,23732,102976,4939001856,116632,8,105099264,12116,99,671,103,712,300,1785939,28,,,36,20000000,4914106368,10.0.19045,61726720,272,98256
1698484829.733837,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --field-trial-handle=1824,3841873927669488687,16343070323378474709,131072 --enable-features=CastMediaRouteProvider --disable-features=SameSiteByDefaultCookies --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --disable-blink-features=Badging --lang=it --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1698260427 --steamid=0 --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --mojo-platform-channel-handle=3972 /prefetch:1",Win32_Process,20231028094913.771130+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,12084,569,,85156250,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,514,35616,293507,209700,25672,222700,13212360704,250740,4,214732800,12084,43,559,48,643,386790,140051630,28,,,19,1608593750,9209757696,10.0.19045,146444288,330642,187118776
1698484829.733837,pc-dedo,CompPkgSrv.exe,C:\Windows\System32\CompPkgSrv.exe -Embedding,Win32_Process,20231028094915.060169+120,Win32_ComputerSystem,PC-DEDO,CompPkgSrv.exe,C:\Windows\System32\CompPkgSrv.exe,,5364,138,,156250,1380,200,CompPkgSrv.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,32,1282,2818,1720,1128,2032,2203415826432,9460,8,1761280,5364,8,115,9,115,0,0,28,,,1,625000,2203412140032,10.0.19045,9252864,0,0
1698484829.733837,pc-dedo,cncmd.exe,"""C:\Program Files\AMD\CNext\CNext\cncmd.exe"" watch 17836",Win32_Process,20231028094915.498782+120,Win32_ComputerSystem,PC-DEDO,cncmd.exe,C:\Program Files\AMD\CNext\CNext\cncmd.exe,,13792,117,,156250,1380,200,cncmd.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,93,1374,1936,1540,17836,1632,4405018624,6476,8,1576960,13792,9,138,10,138,0,0,28,,,1,0,4401745920,10.0.19045,1093632,0,0
1698484829.733837,pc-dedo,AQNotif.exe,"""C:\Users\User\AppData\Local\Avanquest\Avanquest Message\AQNotif.exe"" ",Win32_Process,20231028094916.787176+120,Win32_ComputerSystem,PC-DEDO,AQNotif.exe,C:\Users\User\AppData\Local\Avanquest\Avanquest Message\AQNotif.exe,,8868,311,,625000,1380,200,AQNotif.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1316,15553,13490,3256,23732,4236,103018496,15076,8,3334144,8868,17,189,19,191,427,5036213,28,,,2,312500,94101504,10.0.19045,14331904,2,25847
1698484829.733837,pc-dedo,wallpaper32.exe,"""D:\paladins\steamapps\common\wallpaper_engine\wallpaper32.exe"" -silent",Win32_Process,20231028094917.499488+120,Win32_ComputerSystem,PC-DEDO,wallpaper32.exe,D:\paladins\steamapps\common\wallpaper_engine\wallpaper32.exe,,8220,2707,,863437500,28544,27364,wallpaper32.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,7610,91704,32055927,217320,23732,248400,619610112,183728,8,222535680,8220,54,491,58,591,180113,17384314837,28,,,52,1773437500,594321408,10.0.19045,132534272,113210,164180955
1698484829.733837,pc-dedo,AgentInformer.exe,"""C:\Users\User\AppData\Roaming\Movavi Video Suite 21\AgentInformer.exe"" ",Win32_Process,20231028094920.050823+120,Win32_ComputerSystem,PC-DEDO,AgentInformer.exe,C:\Users\User\AppData\Roaming\Movavi Video Suite 21\AgentInformer.exe,,25796,22828,,16093750,1380,200,AgentInformer.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,42690,716853,150795,61872,23732,63060,468492288,93704,8,63356928,25796,93,1043,1249,1043,65,283195,28,,,40,21875000,451452928,10.0.19045,68009984,33,51149
1698484829.733837,pc-dedo,VirtualBox.exe,"""C:\Program Files\Oracle\VirtualBox\VirtualBox.exe"" ",Win32_Process,20231028094921.127760+120,Win32_ComputerSystem,PC-DEDO,VirtualBox.exe,C:\Program Files\Oracle\VirtualBox\VirtualBox.exe,,24276,547,,99531250,1380,200,VirtualBox.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1204,14878,184545,72476,23732,99240,4695240704,143296,8,74215424,24276,28,454,32,501,106,2222172,28,,,8,32187500,4654460928,10.0.19045,62234624,6,1087
1698484829.733837,pc-dedo,Discord.exe,C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe,Win32_Process,20231028094921.727848+120,Win32_ComputerSystem,PC-DEDO,Discord.exe,C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe,,22680,1458,,118281250,1380,200,Discord.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,79528,772804,275069,72932,20496,163988,616947712,194868,8,74682368,22680,54,666,78,704,18197,61417263,28,,,36,63750000,518926336,10.0.19045,84107264,16913,96817946
1698484829.733837,pc-dedo,VBoxSVC.exe,"""C:\Program Files\Oracle\VirtualBox\VBoxSVC.exe"" -Embedding",Win32_Process,20231028094921.799311+120,Win32_ComputerSystem,PC-DEDO,VBoxSVC.exe,C:\Program Files\Oracle\VirtualBox\VBoxSVC.exe,,23664,770,,2031250,1380,200,VBoxSVC.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1460,39339,15288,4796,1128,5124,4449968128,18272,8,4911104,23664,16,209,19,211,55,698108,28,,,14,2031250,4443668480,10.0.19045,17387520,20,22129
1698484829.733837,pc-dedo,VBoxSDS.exe,,Win32_Process,20231028094921.867823+120,Win32_ComputerSystem,PC-DEDO,VBoxSDS.exe,,,5776,185,,0,,,VBoxSDS.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,273,1936,3212,2104,1012,2236,4399063040,10584,8,2154496,5776,10,117,11,117,1,6558,0,,,3,156250,4392763392,10.0.19045,9510912,5,1286
1698484829.733837,pc-dedo,Discord.exe,"C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe --type=crashpad-handler --user-data-dir=C:\Users\User\AppData\Roaming\discord /prefetch:7 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\User\AppData\Roaming\discord\Crashpad --url=https://f.a.k/e --annotation=_productName=discord --annotation=_version=1.0.9021 --annotation=plat=Win32 --annotation=prod=Electron --annotation=ver=22.3.26 --initial-client-data=0x5c8,0x5d8,0x5dc,0x5d0,0x5e8,0x86a4d78,0x86a4d88,0x86a4d94",Win32_Process,20231028094922.375854+120,Win32_ComputerSystem,PC-DEDO,Discord.exe,C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe,,23316,231,,1093750,1380,200,Discord.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,310,2832,16429,13852,22680,14264,303427584,30304,8,14184448,23316,15,429,17,430,7,252,28,,,7,156250,299495424,10.0.19045,29159424,7,84
1698484829.733837,pc-dedo,Discord.exe,"""C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe"" --type=gpu-process --user-data-dir=""C:\Users\User\AppData\Roaming\discord"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --use-gl=angle --use-angle=swiftshader-webgl --mojo-platform-channel-handle=2016 --field-trial-handle=2080,i,9643467755747937270,12119281477824305920,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2",Win32_Process,20231028094922.519911+120,Win32_ComputerSystem,PC-DEDO,Discord.exe,C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe,,8500,405,,3750000,1380,200,Discord.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,583,30040,50817,32748,22680,41680,465809408,72952,10,33533952,8500,32,638,38,661,3971,6413176,28,,,23,10312500,441487360,10.0.19045,47751168,3066,1513048
1698484829.733837,pc-dedo,Discord.exe,"""C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=it --service-sandbox-type=none --user-data-dir=""C:\Users\User\AppData\Roaming\discord"" --standard-schemes --secure-schemes=disclip --bypasscsp-schemes --cors-schemes --fetch-schemes=disclip --service-worker-schemes --streaming-schemes --mojo-platform-channel-handle=2288 --field-trial-handle=2080,i,9643467755747937270,12119281477824305920,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8",Win32_Process,20231028094922.534436+120,Win32_ComputerSystem,PC-DEDO,Discord.exe,C:\Users\User\AppData\Local\Discord\app-1.0.9021\Discord.exe,,21480,370,,8750000,1380,200,Discord.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,7683,111782,136532,22008,22680,30644,559689728,59432,8,22536192,21480,24,477,41,866,8977,10454408,28,,,9,10781250,348356608,10.0.19045,45404160,13765,3592514
1698484829.733837,pc-dedo,RouterApplication.exe,"""C:\Users\User\AppData\Roaming\Movavi Video Suite 21\RouterApplication.exe"" ",Win32_Process,20231028094922.847324+120,Win32_ComputerSystem,PC-DEDO,RouterApplication.exe,C:\Users\User\AppData\Roaming\Movavi Video Suite 21\RouterApplication.exe,,9456,257,,781250,1380,200,RouterApplication.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,151449,2575720,8068,5764,25796,6728,105844736,15276,8,5902336,9456,54,185,1209,185,0,0,28,,,9,312500,99291136,10.0.19045,13438976,1,225
